IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1997,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.49,,,1.99,,3.06,2.5 [2.0-3.1],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1997,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.03,,,7.13,,9.02,8.0 [7.1-9.0],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1997,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.87,,,8.25,,9.5,8.9 [8.2-9.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1997,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.71,,,8.88,,10.6,9.7 [8.9-10.6],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1996,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,0.98,,,0.7,,1.32,1.0 [0.7-1.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1996,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.8,,,1.5,,2.14,1.8 [1.5-2.1],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1996,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.6,,,2.08,,3.18,2.6 [2.1-3.2],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1996,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.27,,,7.35,,9.27,8.3 [7.3-9.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1996,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.09,,,8.45,,9.76,9.1 [8.5-9.8],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1996,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.93,,,9.07,,10.85,9.9 [9.1-10.8],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1995,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1,,,0.71,,1.35,1.0 [0.7-1.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1995,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.87,,,1.56,,2.22,1.9 [1.6-2.2],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1995,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.17,,,9.28,,11.1,10.2 [9.3-11.1],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1995,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.72,,,2.18,,3.32,2.7 [2.2-3.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1995,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.53,,,7.56,,9.52,8.5 [7.6-9.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1995,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.34,,,8.68,,10.01,9.3 [8.7-10.0],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1994,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.01,,,0.72,,1.37,1.0 [0.7-1.4],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1994,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.95,,,1.62,,2.3,1.9 [1.6-2.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1994,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.43,,,9.5,,11.4,10.4 [9.5-11.4],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1994,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.85,,,2.28,,3.47,2.8 [2.3-3.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1994,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,8.8,,,7.8,,9.83,8.8 [7.8-9.8],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1994,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.6,,,8.92,,10.29,9.6 [8.9-10.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1993,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.03,,,0.74,,1.39,1.0 [0.7-1.4],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1993,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.71,,,9.76,,11.7,10.7 [9.8-11.7],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1993,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.03,,,1.69,,2.4,2.0 [1.7-2.4],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1993,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.99,,,2.4,,3.64,3.0 [2.4-3.6],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1993,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.09,,,8.07,,10.14,9.1 [8.1-10.1],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1993,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.89,,,9.19,,10.61,9.9 [9.2-10.6],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1992,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.05,,,0.75,,1.42,1.1 [0.8-1.4],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1992,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.19,,,9.47,,10.95,10.2 [9.5-11.0],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1992,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.02,,,10.04,,12.04,11.0 [10.0-12.0],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1992,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.11,,,1.77,,2.5,2.1 [1.8-2.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1992,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.15,,,2.52,,3.82,3.1 [2.5-3.8],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1992,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.38,,,8.33,,10.45,9.4 [8.3-10.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1991,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.07,,,0.77,,1.46,1.1 [0.8-1.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.47,,,9.73,,11.27,10.5 [9.7-11.3],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1991,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.33,,,10.31,,12.41,11.3 [10.3-12.4],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1991,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.21,,,1.84,,2.61,2.2 [1.8-2.6],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1991,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.31,,,2.67,,4.02,3.3 [2.7-4.0],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1991,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.64,,,8.56,,10.77,9.6 [8.6-10.8],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1990,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,1.09,,,0.78,,1.49,1.1 [0.8-1.5],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,10.75,,,9.95,,11.58,10.8 [10.0-11.6],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1990,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,11.63,,,10.55,,12.77,11.6 [10.5-12.8],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1990,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,2.31,,,1.92,,2.73,2.3 [1.9-2.7],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,1990,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.49,,,2.8,,4.24,3.5 [2.8-4.2],,,EN,2024-02-29T06:00:00.000Z
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",numeric,WPR,Western Pacific,Country,CHN,China,Year,1990,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,9.89,,,8.76,,11.09,9.9 [8.8-11.1],,,EN,2024-02-29T06:00:00.000Z
